candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
seq_869	93		328816	89.20	93
seq_870	93		35786	97.80	93
seq_871	93		352389	100.00	93
seq_872	93		4399328	93.50	93
seq_873	93	No search results.
seq_874	93		366392	93.50	93
seq_875	93		512191	90.30	93
seq_876	93		561112	92.50	93
seq_877	93		189035	86.00	93
seq_878	93		4341612	87.10	93
seq_879	93		268693	86.00	93
seq_880	93		250302	93.50	93
seq_881	93	No search results.
seq_882	93		529506	94.60	93
seq_883	93		2373126	95.70	93
seq_884	93		367523	95.70	93
seq_885	93		352389	92.50	93
seq_886	93	No search results.
seq_887	93		362948	91.40	93
seq_888	93		4403574	93.50	93
seq_889	93	No search results.
seq_890	93		529506	94.60	93
seq_891	93	No search results.
seq_892	93		287907	90.30	93
seq_893	93		4409658	91.40	93
seq_894	93	No search results.
seq_895	93	No search results.
seq_896	93		576960	91.40	93
seq_897	93		240970	87.10	93
seq_898	93		592087	93.50	93
seq_899	93		201562	94.60	93
seq_900	93	No search results.
seq_901	93	No search results.
seq_902	93		4415819	82.80	93
seq_903	93	No search results.
seq_904	93	No search results.
seq_905	93		311764	93.50	93
seq_906	93		514926	82.80	93
seq_907	93		114291	91.40	93
seq_908	93		268559	94.60	93
seq_909	93	No search results.
seq_910	93		4363681	78.50	93
seq_911	93	No search results.
seq_912	93		108724	94.60	93
seq_913	93		303937	95.70	93
seq_914	93		810847	91.40	93
seq_915	93		760848	95.70	93
seq_916	93	No search results.
seq_917	93	No search results.
seq_918	93		302470	93.50	93
seq_919	93		298963	90.30	93
seq_920	93		729816	94.60	93
seq_921	93		2435847	89.20	93
seq_922	93	No search results.
seq_923	93		255053	92.50	93
seq_924	93	No search results.
seq_925	93		545876	90.30	93
seq_926	93		301630	92.50	93
seq_927	93	No search results.
seq_928	93		708925	96.80	93
seq_929	93	No search results.
seq_930	93		545371	94.60	93
seq_931	93		319260	92.50	93
seq_932	93		207114	87.10	93
seq_933	93		263546	90.30	93
seq_934	93	No search results.
seq_935	93		347740	89.20	93
seq_936	93	No search results.
seq_937	93		531428	88.20	93
seq_938	93		4400480	95.70	93
seq_939	93		579743	89.20	93
seq_940	93		3807100	92.50	93
seq_941	93	No search results.
seq_942	93	No search results.
seq_943	93		4323100	81.70	93
seq_944	93		235800	94.60	93
seq_945	93		531428	87.10	93
seq_946	93		181717	93.50	93
seq_947	93		109624	92.50	93
seq_948	93		4483633	91.40	93
seq_949	93		501876	91.40	93
seq_950	93		4332266	92.50	93
seq_951	93	No search results.
seq_952	93		589358	93.50	93
seq_953	93		224379	91.40	93
seq_954	93	No search results.
seq_955	93		203013	93.50	93
seq_956	93		368639	91.40	93
seq_957	93		181532	75.30	93
seq_958	93		139347	93.50	93
seq_959	93		240970	92.50	93
seq_960	93		742320	95.70	93
seq_961	93		344789	95.70	93
seq_962	93		634455	93.50	93
seq_963	93	No search results.
seq_964	93		364760	98.90	93
seq_965	93	No search results.
seq_966	93		993578	95.70	93
seq_967	93		1105985	81.70	93
seq_968	93	No search results.
seq_969	93		366392	92.50	93
seq_970	93		215040	90.30	93
seq_971	93	No search results.
seq_972	93		309693	88.20	93
seq_973	93		183870	100.00	93
seq_974	93		4468374	91.40	93
seq_975	93		158415	94.60	93
seq_976	93		176499	89.20	93
seq_977	93	No search results.
seq_978	93		4406763	95.70	93
seq_979	93		303574	86.00	93
seq_980	93		294289	92.50	93
seq_981	93		4413327	92.50	93
seq_982	93	No search results.
seq_983	93		4340746	91.40	93
seq_984	93	No search results.
seq_985	93		3359884	95.70	93
seq_986	93		755474	92.50	93
seq_987	93		4430730	84.90	93
seq_988	93		178438	89.20	93
seq_989	93		261016	91.40	93
seq_990	93		178438	90.30	93
seq_991	93		1503693	94.60	93
seq_992	93		2542324	93.50	93
seq_993	93	No search results.
seq_994	93		4434334	97.80	93
seq_995	93		208090	95.70	93
seq_996	93		4348122	75.30	93
seq_997	93		321979	90.30	93
seq_998	93	No search results.
seq_999	93	No search results.
seq_1000	93	No search results.
seq_1001	93		693613	93.50	93
seq_1002	93		825815	97.80	93
seq_1003	93		305127	88.20	93
seq_1004	93		303574	91.40	93
seq_1005	93		4358107	95.70	93
seq_1006	93		327512	90.30	93
seq_1007	93		268693	91.40	93
seq_1008	93		715138	77.40	93
seq_1009	93		195674	86.00	93
seq_1010	93		222706	95.70	93
seq_1011	93		268693	94.60	93
seq_1012	93		2626509	90.30	93
seq_1013	93	No search results.
seq_1014	93		869796	98.90	93
seq_1015	93		4399328	92.50	93
seq_1016	93		310215	91.40	93
seq_1017	93	No search results.
seq_1018	93		4456252	100.00	93
seq_1019	93		328816	89.20	93
seq_1020	93		295070	89.20	93
seq_1021	93		234298	78.50	93
seq_1022	93	No search results.
seq_1023	93		3479426	94.60	93
seq_1024	93	No search results.
seq_1025	93		305127	92.50	93
seq_1026	93	No search results.
seq_1027	93		368639	90.30	93
seq_1028	93		310215	77.40	93
seq_1029	93		1124856	89.20	93
seq_1030	93		248909	89.20	93
seq_1031	93		3623262	96.80	93
seq_1032	93		4455886	95.70	93
seq_1033	93	No search results.
seq_1034	93		259771	92.50	93
seq_1035	93		293471	88.20	93
seq_1036	93	No search results.
seq_1037	93		4308610	89.20	93
seq_1038	93		347529	98.90	93
seq_1039	93		330451	93.50	93
seq_1040	93		180402	97.80	93
seq_1041	93		3541724	86.00	93
seq_1042	93	No search results.
seq_1043	93		4434579	78.50	93
seq_1044	93		2475156	88.20	93
seq_1045	93		158404	97.80	93
seq_1046	93		97342	97.80	93
seq_1047	93		267071	84.90	93
seq_1048	93		4447353	100.00	93
seq_1049	93		697063	95.70	93
seq_1050	93		4358107	93.50	93
seq_1051	93		312619	96.80	93
seq_1052	93	No search results.
seq_1053	93		93487	87.10	93
seq_1054	93		4413327	93.50	93
seq_1055	93		4413327	94.60	93
seq_1056	93	No search results.
seq_1057	93		364760	95.70	93
seq_1058	93		295070	88.20	93
seq_1059	93		327358	92.50	93
seq_1060	93		265524	100.00	93
seq_1061	93		182420	90.30	93
seq_1062	93	No search results.
seq_1063	93		4335376	75.30	93
seq_1064	93	No search results.
seq_1065	93		267071	88.20	93
seq_1066	93		4304095	88.20	93
seq_1067	93		4294643	92.50	93
seq_1068	93	No search results.
seq_1069	93		233435	94.60	93
seq_1070	93		4382457	96.80	93
seq_1071	93		178438	91.40	93
seq_1072	93		179663	90.30	93
seq_1073	93		2475156	90.30	93
seq_1074	93		4413256	96.80	93
seq_1075	93	No search results.
seq_1076	93		174924	92.50	93
seq_1077	93		181717	90.30	93
seq_1078	93		4426962	87.10	93
seq_1079	93		14283	88.20	93
seq_1080	93		319260	93.50	93
seq_1081	93		333195	93.50	93
seq_1082	93	No search results.
seq_1083	93		505549	98.90	93
seq_1084	93	No search results.
seq_1085	93	No search results.
seq_1086	93		191849	91.40	93
seq_1087	93	No search results.
seq_1088	93		267071	86.00	93
seq_1089	93		330451	90.30	93
seq_1090	93		825815	90.30	93
seq_1091	93		501876	98.90	93
seq_1092	93	No search results.
seq_1093	93		294399	100.00	93
seq_1094	93	No search results.
seq_1095	93	No search results.
seq_1096	93		4479369	83.90	93
seq_1097	93		579743	90.30	93
seq_1098	93		180402	89.20	93
seq_1099	93	No search results.
seq_1100	93	No search results.
seq_1101	93	No search results.
seq_1102	93		153647	87.10	93
seq_1103	93		572010	93.50	93
seq_1104	93		140910	97.80	93
seq_1105	93		520632	81.70	93
seq_1106	93	No search results.
seq_1107	93		353073	90.30	93
seq_1108	93		3359884	98.90	93
seq_1109	93		4377099	97.80	93
seq_1110	93		176499	87.10	93
seq_1111	93	No search results.
seq_1112	93		624542	92.50	93
seq_1113	93		166429	94.60	93
seq_1114	93		4426850	89.20	93
seq_1115	93		4484491	95.70	93
seq_1116	93		3541724	87.10	93
seq_1117	93	No search results.
seq_1118	93		293471	91.40	93
seq_1119	93		352389	92.50	93
seq_1120	93		4304095	87.10	93
seq_1121	93		189035	90.30	93
seq_1122	93		4453725	93.50	93
seq_1123	93		4413327	92.50	93
seq_1124	93		4388133	97.80	93
seq_1125	93		108724	92.50	93
seq_1126	93		14283	88.20	93
seq_1127	93		341823	91.40	93
seq_1128	93		624542	89.20	93
seq_1129	93		272239	89.20	93
seq_1130	93	No search results.
seq_1131	93		289569	76.30	93
seq_1132	93		309030	92.50	93
seq_1133	93		522863	92.50	93
seq_1134	93		261187	89.20	93
seq_1135	93		2542324	91.40	93
seq_1136	93		107161	83.90	93
seq_1137	93		267071	84.90	93
seq_1138	93		176559	93.50	93
seq_1139	93		145732	87.10	93
seq_1140	93	No search results.
seq_1141	93		174924	88.20	93
seq_1142	93		158718	84.90	93
seq_1143	93		4437183	93.50	93
seq_1144	93		501876	90.30	93
seq_1145	93	No search results.
seq_1146	93		240970	83.90	93
seq_1147	93		297202	93.50	93
seq_1148	93		309099	89.20	93
seq_1149	93	No search results.
seq_1150	93		201562	95.70	93
seq_1151	93		234298	80.60	93
seq_1152	93		837712	93.50	93
seq_1153	93		4453725	94.60	93
seq_1154	93	No search results.
seq_1155	93	No search results.
seq_1156	93		4410469	94.60	93
seq_1157	93		10934	79.60	93
seq_1158	93		250302	92.50	93
seq_1159	93		940486	87.10	93
seq_1160	93		2122726	83.90	93
seq_1161	93		830922	87.10	93
seq_1162	93		4447353	95.70	93
seq_1163	93	No search results.
seq_1164	93		166429	94.60	93
seq_1165	93		4141532	90.30	93
seq_1166	93		259604	97.80	93
seq_1167	93		4466474	76.30	93
seq_1168	93		313733	94.60	93
seq_1169	93		347529	98.90	93
seq_1170	93		4447353	95.70	93
seq_1171	93		4467331	95.70	93
seq_1172	93	No search results.
seq_1173	93		4304095	98.90	93
seq_1174	93		176499	89.20	93
seq_1175	93		1927234	97.80	93
seq_1176	93	No search results.
seq_1177	93		267071	87.10	93
seq_1178	93		3359884	95.70	93
seq_1179	93		4314510	88.20	93
seq_1180	93	No search results.
seq_1181	93		505549	98.90	93
seq_1182	93		4463767	100.00	93
seq_1183	93		268693	87.10	93
seq_1184	93		335759	97.80	93
seq_1185	93	No search results.
seq_1186	93		207662	82.80	93
seq_1187	93		754800	88.20	93
seq_1188	93		156520	84.90	93
seq_1189	93		303217	92.50	93
seq_1190	93	No search results.
seq_1191	93		173306	100.00	93
seq_1192	93		108724	87.10	93
seq_1193	93		206404	95.70	93
seq_1194	93		34789	90.30	93
seq_1195	93		259604	97.80	93
seq_1196	93		1136152	94.60	93
seq_1197	93		236255	98.90	93
seq_1198	93		211848	89.20	93
seq_1199	93		932989	95.70	93
seq_1200	93	No search results.
seq_1201	93		352389	94.60	93
seq_1202	93		620585	82.80	93
seq_1203	93		234298	79.60	93
seq_1204	93		366392	90.30	93
seq_1205	93		4419266	90.30	93
seq_1206	93		4437183	92.50	93
seq_1207	93		305127	89.20	93
seq_1208	93		756593	77.40	93
seq_1209	93		307352	92.50	93
seq_1210	93		514926	82.80	93
seq_1211	93		259578	81.70	93
seq_1212	93		4453725	92.50	93
seq_1213	93	No search results.
seq_1214	93	No search results.
seq_1215	93	No search results.
seq_1216	93		156520	86.00	93
seq_1217	93		576960	91.40	93
seq_1218	93	No search results.
seq_1219	93		4229175	93.50	93
seq_1220	93	No search results.
seq_1221	93	No search results.
seq_1222	93		837712	96.80	93
seq_1223	93		4437189	88.20	93
seq_1224	93		173306	98.90	93
seq_1225	93		1818901	92.50	93
seq_1226	93		195674	100.00	93
seq_1227	93		2626509	98.90	93
seq_1228	93	No search results.
seq_1229	93	No search results.
seq_1230	93		193666	87.10	93
seq_1231	93		291627	79.60	93
seq_1232	93		1107910	92.50	93
seq_1233	93		756593	76.30	93
seq_1234	93		107161	83.90	93
seq_1235	93	No search results.
seq_1236	93		4384911	82.80	93
seq_1237	93		1523543	98.90	93
seq_1238	93		339531	97.80	93
seq_1239	93		206331	82.80	93
seq_1240	93		259604	97.80	93
seq_1241	93		4303992	88.20	93
seq_1242	93		238649	82.80	93
seq_1243	93	No search results.
seq_1244	93		534189	92.50	93
seq_1245	93		180402	98.90	93
seq_1246	93		4453550	88.20	93
seq_1247	93		14283	88.20	93
seq_1248	93		224379	87.10	93
seq_1249	93	No search results.
seq_1250	93	No search results.
seq_1251	93		518033	90.30	93
PyNastAligner parameters:
Algorithm:NAST
Application:PyNAST
blast_db:None
min_len:69
min_pct:75.0
pairwise_alignment_method:uclust
template_filepath:/home/operon/anaconda3/envs/dada2_qiime/lib/python2.7/site-packages/qiime_default_reference/gg_13_8_otus/rep_set_aligned/85_otus.pynast.fasta
