candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
527988 seq_859	93		319870	96.80	93
528865 seq_4	93		520632	96.80	93
531495 seq_378	93		265524	93.50	93
535399 seq_431	93		3302038	90.30	93
537219 seq_555	93		295070	97.80	93
539581 seq_685	93		4382457	97.80	93
540055 seq_356	93		303571	96.80	93
544996 seq_828	93		301630	92.50	93
549523 seq_687	93		4456735	95.70	93
552235 seq_1114	93		4426850	89.20	93
555547 seq_629	93		2977445	86.00	93
557058 seq_921	93		2435847	89.20	93
557799 seq_436	93		919014	84.90	93
561607 seq_406	93		176499	93.50	93
562410 seq_1134	93		261187	89.20	93
569244 seq_171	93		511724	91.40	93
574275 seq_1037	93		4308610	89.20	93
579541 seq_976	93		176499	89.20	93
581201 seq_397	93		292725	92.50	93
583134 seq_327	93		668513	91.40	93
584107 seq_411	93		295070	98.90	93
586453 seq_627	93		575681	87.10	93
587933 seq_393	93		4465473	91.40	93
590404 seq_966	93		993578	95.70	93
592616 seq_474	93		755474	92.50	93
592913 seq_794	93		4338161	91.40	93
608244 seq_825	93		174924	92.50	93
616310 seq_595	93		3807100	98.90	93
621651 seq_553	93		527630	100.00	93
627429 seq_608	93		263546	95.70	93
654307 seq_533	93		4303992	86.00	93
657371 seq_860	93		516285	89.20	93
662852 seq_635	93		295070	98.90	93
688923 seq_510	93		3479426	92.50	93
692756 seq_628	93		194286	88.20	93
696477 seq_1103	93		572010	93.50	93
69664 seq_287	93		529491	87.10	93
70005 seq_925	93		545876	90.30	93
70461 seq_566	93		4333921	93.50	93
71783 seq_1224	93		173306	98.90	93
725212 seq_754	93		290908	94.60	93
73000 seq_991	93		1503693	94.60	93
735769 seq_642	93		3359884	98.90	93
745556 seq_122	93		932989	97.80	93
748601 seq_1196	93		1136152	94.60	93
753638 seq_386	93		215040	97.80	93
755148 seq_158	93		505549	100.00	93
759816 seq_980	93		294289	92.50	93
760544 seq_523	93		198417	93.50	93
760967 seq_429	93		4472482	89.20	93
784836 seq_803	93		4365249	89.20	93
787663 seq_947	93		109624	92.50	93
796555 seq_975	93		158415	94.60	93
798581 seq_31	93		290018	98.90	93
806487 seq_365	93		126133	95.70	93
811257 seq_1119	93		352389	92.50	93
818162 seq_1222	93		837712	96.80	93
819353 seq_70	93		2626509	94.60	93
822886 seq_519	93		4450538	89.20	93
828676 seq_634	93		825815	93.50	93
834280 seq_827	93		95836	91.40	93
834829 seq_1002	93		825815	97.80	93
83643 seq_1104	93		140910	97.80	93
836693 seq_620	93		569216	88.20	93
839282 seq_263	93		1117319	98.90	93
840376 seq_137	93		196844	98.90	93
840961 seq_330	93		190084	96.80	93
841635 seq_11	93		216235	96.80	93
842193 seq_249	93		197393	93.50	93
842598 seq_1102	93		153647	87.10	93
843569 seq_394	93		3268451	95.70	93
846127 seq_43	93		194286	95.70	93
846798 seq_282	93		4365208	91.40	93
847228 seq_33	93		194286	95.70	93
847934 seq_781	93		267071	89.20	93
850190 seq_799	93		73760	94.60	93
851073 seq_387	93		529501	100.00	93
851634 seq_619	93		4331006	88.20	93
851715 seq_703	93		4382457	87.10	93
851821 seq_325	93		14283	90.30	93
851824 seq_1128	93		624542	89.20	93
851938 seq_357	93		624542	86.00	93
858535 seq_969	93		366392	92.50	93
858999 seq_1025	93		305127	92.50	93
869796 seq_584	93		869796	100.00	93
872701 seq_783	93		366392	87.10	93
874462 seq_205	93		246308	86.00	93
875451 seq_949	93		501876	91.40	93
880506 seq_450	93		4457931	86.00	93
887694 seq_861	93		586971	95.70	93
89212 seq_532	93		742320	94.60	93
897007 seq_498	93		4399328	92.50	93
899619 seq_878	93		4341612	87.10	93
919484 seq_1144	93		501876	90.30	93
92329 seq_337	93		4229175	90.30	93
925326 seq_243	93		4303992	88.20	93
926526 seq_764	93		33696	92.50	93
928406 seq_1057	93		364760	95.70	93
932077 seq_766	93		237889	93.50	93
950922 seq_506	93		14283	92.50	93
955102 seq_888	93		4403574	93.50	93
956532 seq_1198	93		211848	89.20	93
963239 seq_283	93		773586	95.70	93
963606 seq_571	93		3133367	87.10	93
964363 seq_937	93		531428	88.20	93
969248 seq_179	93		580377	89.20	93
97301 seq_514	93		97301	98.90	93
977686 seq_1217	93		576960	91.40	93
982030 seq_373	93		578707	90.30	93
994357 seq_281	93		2750805	88.20	93
99508 seq_1169	93		347529	98.90	93
denovo0 seq_953	93		224379	91.40	93
denovo1 seq_954	93	No search results.
denovo10 seq_551	93		3792581	90.30	93
denovo100 seq_834	93		224379	92.50	93
denovo101 seq_1244	93		534189	92.50	93
denovo102 seq_1008	93		715138	77.40	93
denovo103 seq_444	93		849723	96.80	93
denovo104 seq_1242	93		238649	82.80	93
denovo105 seq_865	93		3807100	96.80	93
denovo106 seq_996	93		4348122	75.30	93
denovo107 seq_997	93		321979	90.30	93
denovo108 seq_518	93		176582	94.60	93
denovo109 seq_753	93		191849	92.50	93
denovo11 seq_898	93		592087	93.50	93
denovo110 seq_993	93	No search results.
denovo111 seq_990	93		178438	90.30	93
denovo112 seq_512	93		340665	90.30	93
denovo113 seq_260	93		693613	95.70	93
denovo114 seq_516	93	No search results.
denovo115 seq_998	93	No search results.
denovo116 seq_515	93		297202	96.80	93
denovo117 seq_1044	93		2475156	88.20	93
denovo118 seq_293	93		158718	90.30	93
denovo119 seq_857	93		293471	82.80	93
denovo12 seq_651	93		97301	93.50	93
denovo120 seq_692	93		3792581	91.40	93
denovo121 seq_695	93		246308	87.10	93
denovo122 seq_852	93		4436545	75.30	93
denovo123 seq_851	93	No search results.
denovo124 seq_850	93	No search results.
denovo125 seq_699	93		343009	88.20	93
denovo126 seq_917	93	No search results.
denovo127 seq_1086	93		191849	91.40	93
denovo128 seq_1087	93	No search results.
denovo129 seq_910	93		4363681	78.50	93
denovo13 seq_481	93		529501	92.50	93
denovo130 seq_1085	93	No search results.
denovo131 seq_1013	93	No search results.
denovo132 seq_1167	93		4466474	76.30	93
denovo133 seq_1161	93		830922	87.10	93
denovo134 seq_1160	93		2122726	83.90	93
denovo135 seq_560	93		309099	93.50	93
denovo136 seq_604	93		4329132	79.60	93
denovo137 seq_769	93	No search results.
denovo138 seq_768	93		3792581	89.20	93
denovo139 seq_601	93		3792581	90.30	93
denovo14 seq_558	93		3792581	88.20	93
denovo140 seq_767	93	No search results.
denovo141 seq_760	93	No search results.
denovo142 seq_762	93		3792581	91.40	93
denovo143 seq_460	93		267071	87.10	93
denovo144 seq_1133	93		522863	92.50	93
denovo145 seq_796	93		3359884	93.50	93
denovo146 seq_688	93		3792581	90.30	93
denovo147 seq_686	93		3464844	87.10	93
denovo148 seq_1246	93		4453550	88.20	93
denovo149 seq_682	93	No search results.
denovo15 seq_597	93		3359884	94.60	93
denovo150 seq_683	93		3359884	95.70	93
denovo151 seq_1092	93	No search results.
denovo152 seq_1194	93		34789	90.30	93
denovo153 seq_513	93		132657	91.40	93
denovo154 seq_573	93		287907	87.10	93
denovo155 seq_673	93		3359884	95.70	93
denovo156 seq_671	93		3699308	87.10	93
denovo157 seq_1073	93		2475156	90.30	93
denovo158 seq_674	93		3792581	91.40	93
denovo159 seq_772	93		3792581	91.40	93
denovo16 seq_935	93		347740	89.20	93
denovo160 seq_770	93		3302038	89.20	93
denovo161 seq_771	93		178438	91.40	93
denovo162 seq_776	93	No search results.
denovo163 seq_679	93		4335376	90.30	93
denovo164 seq_694	93		37026	90.30	93
denovo165 seq_271	93		265524	95.70	93
denovo166 seq_1071	93		178438	91.40	93
denovo167 seq_468	93		224379	90.30	93
denovo168 seq_1061	93		182420	90.30	93
denovo169 seq_1063	93		4335376	75.30	93
denovo17 seq_1202	93		620585	82.80	93
denovo170 seq_1064	93	No search results.
denovo171 seq_874	93		366392	93.50	93
denovo172 seq_877	93		189035	86.00	93
denovo173 seq_1113	93		166429	94.60	93
denovo174 seq_977	93	No search results.
denovo175 seq_1183	93		268693	87.10	93
denovo176 seq_253	93		294289	87.10	93
denovo177 seq_941	93	No search results.
denovo178 seq_1186	93		207662	82.80	93
denovo179 seq_709	93		267071	89.20	93
denovo18 seq_1042	93	No search results.
denovo180 seq_707	93		3807100	93.50	93
denovo181 seq_1230	93		193666	87.10	93
denovo182 seq_542	93		199568	95.70	93
denovo183 seq_661	93		3359884	95.70	93
denovo184 seq_726	93	No search results.
denovo185 seq_1079	93		14283	88.20	93
denovo186 seq_758	93	No search results.
denovo187 seq_1100	93	No search results.
denovo188 seq_385	93		301880	92.50	93
denovo189 seq_787	93	No search results.
denovo19 seq_1207	93		305127	89.20	93
denovo190 seq_785	93		195674	92.50	93
denovo191 seq_784	93		3464844	89.20	93
denovo192 seq_1077	93		181717	90.30	93
denovo193 seq_1076	93		174924	92.50	93
denovo194 seq_869	93		328816	89.20	93
denovo195 seq_1101	93	No search results.
denovo196 seq_1078	93		4426962	87.10	93
denovo197 seq_862	93		4376730	88.20	93
denovo198 seq_863	93		526745	78.50	93
denovo199 seq_1105	93		520632	81.70	93
denovo2 seq_1003	93		305127	88.20	93
denovo20 seq_875	93		512191	90.30	93
denovo21 seq_1170	93		4447353	95.70	93
denovo22 seq_1130	93	No search results.
denovo23 seq_1131	93		289569	76.30	93
denovo24 seq_729	93		322340	89.20	93
denovo25 seq_1050	93		4358107	93.50	93
denovo26 seq_725	93		3792581	91.40	93
denovo27 seq_790	93		267071	90.30	93
denovo28 seq_522	93		301994	87.10	93
denovo29 seq_520	93		3943376	92.50	93
denovo3 seq_848	93		328816	88.20	93
denovo30 seq_886	93	No search results.
denovo31 seq_887	93		362948	91.40	93
denovo32 seq_643	93		176499	86.00	93
denovo33 seq_338	93		245228	77.40	93
denovo34 seq_1213	93	No search results.
denovo35 seq_809	93		3359884	90.30	93
denovo36 seq_1211	93		259578	81.70	93
denovo37 seq_1210	93		514926	82.80	93
denovo38 seq_1216	93		156520	86.00	93
denovo39 seq_1127	93		341823	91.40	93
denovo4 seq_711	93	No search results.
denovo40 seq_1214	93	No search results.
denovo41 seq_805	93		259604	86.00	93
denovo42 seq_704	93		178438	89.20	93
denovo43 seq_835	93		301984	91.40	93
denovo44 seq_229	93		1143648	83.90	93
denovo45 seq_836	93		575681	91.40	93
denovo46 seq_830	93		3807100	93.50	93
denovo47 seq_833	93		290002	86.00	93
denovo48 seq_832	93	No search results.
denovo49 seq_1024	93	No search results.
denovo5 seq_892	93		287907	90.30	93
denovo50 seq_636	93		293471	90.30	93
denovo51 seq_894	93	No search results.
denovo52 seq_1021	93		234298	78.50	93
denovo53 seq_736	93		176499	86.00	93
denovo54 seq_531	93		561112	90.30	93
denovo55 seq_821	93		305127	91.40	93
denovo56 seq_732	93		3792581	91.40	93
denovo57 seq_895	93	No search results.
denovo58 seq_731	93		3689413	90.30	93
denovo59 seq_940	93		3807100	92.50	93
denovo6 seq_1179	93		4314510	88.20	93
denovo60 seq_927	93	No search results.
denovo61 seq_943	93		4323100	81.70	93
denovo62 seq_480	93		4229175	89.20	93
denovo63 seq_934	93	No search results.
denovo64 seq_1141	93		174924	88.20	93
denovo65 seq_936	93	No search results.
denovo66 seq_1157	93		10934	79.60	93
denovo67 seq_1221	93	No search results.
denovo68 seq_1239	93		206331	82.80	93
denovo69 seq_1188	93		156520	84.90	93
denovo7 seq_488	93		297202	89.20	93
denovo70 seq_842	93	No search results.
denovo71 seq_624	93		362948	86.00	93
denovo72 seq_1036	93	No search results.
denovo73 seq_1233	93		756593	76.30	93
denovo74 seq_982	93	No search results.
denovo75 seq_1033	93	No search results.
denovo76 seq_359	93		4482284	90.30	93
denovo77 seq_455	93		4453550	89.20	93
denovo78 seq_1236	93		4384911	82.80	93
denovo79 seq_509	93		267007	86.00	93
denovo8 seq_658	93		531428	86.00	93
denovo80 seq_508	93		267071	89.20	93
denovo81 seq_744	93		3359884	93.50	93
denovo82 seq_1065	93		267071	88.20	93
denovo83 seq_749	93		693613	76.30	93
denovo84 seq_748	93	No search results.
denovo85 seq_808	93	No search results.
denovo86 seq_1147	93		297202	93.50	93
denovo87 seq_1146	93		240970	83.90	93
denovo88 seq_903	93	No search results.
denovo89 seq_902	93		4415819	82.80	93
denovo9 seq_550	93		668513	92.50	93
denovo90 seq_904	93	No search results.
denovo91 seq_907	93		114291	91.40	93
denovo92 seq_906	93		514926	82.80	93
denovo93 seq_1148	93		309099	89.20	93
denovo94 seq_361	93		158611	93.50	93
denovo95 seq_618	93		3792581	90.30	93
denovo96 seq_1178	93		3359884	95.70	93
denovo97 seq_1001	93		693613	93.50	93
denovo98 seq_1007	93		268693	91.40	93
denovo99 seq_1004	93		303574	91.40	93
PyNastAligner parameters:
Algorithm:NAST
Application:PyNAST
blast_db:None
min_len:69
min_pct:75.0
pairwise_alignment_method:uclust
template_filepath:/home/operon/anaconda3/envs/dada2_qiime/lib/python2.7/site-packages/qiime_default_reference/gg_13_8_otus/rep_set_aligned/85_otus.pynast.fasta
